sample_id,status,original_performance,optimized_performance,param_changes,top_params
3821,success,[130.  266.   48.5],[160.95 324.51  46.92],"[{'param_index': np.int64(2), 'original': np.float32(0.01), 'optimized': np.float32(0.096193425), 'change_pct': np.float32(861.93427)}, {'param_index': np.int64(0), 'original': np.float32(0.0029498525), 'optimized': np.float32(0.040602487), 'change_pct': np.float32(1276.4243)}, {'param_index': np.int64(5), 'original': np.float32(0.80219775), 'optimized': np.float32(0.7173665), 'change_pct': np.float32(-10.574854)}, {'param_index': np.int64(1), 'original': np.float32(0.0028169015), 'optimized': np.float32(0.0814308), 'change_pct': np.float32(2790.7932)}, {'param_index': np.int64(12), 'original': np.float32(0.939759), 'optimized': np.float32(0.87980497), 'change_pct': np.float32(-6.379726)}]","[2, 0, 5, 1, 12]"
3833,success,[132. 286.  47.],[189.03  302.65   45.455],"[{'param_index': np.int64(2), 'original': np.float32(0.025), 'optimized': np.float32(0.0056937914), 'change_pct': np.float32(-77.22483)}, {'param_index': np.int64(0), 'original': np.float32(0.0029498525), 'optimized': np.float32(0.09285663), 'change_pct': np.float32(3047.8398)}, {'param_index': np.int64(5), 'original': np.float32(0.82417583), 'optimized': np.float32(0.9230769), 'change_pct': np.float32(11.999999)}, {'param_index': np.int64(1), 'original': np.float32(0.0014084508), 'optimized': np.float32(0.10140845), 'change_pct': np.float32(7100.0)}, {'param_index': np.int64(12), 'original': np.float32(0.9477911), 'optimized': np.float32(0.8502008), 'change_pct': np.float32(-10.296607)}]","[2, 0, 5, 1, 12]"
3846,failed,[533. 617.  16.],,,"[6, 2, 0, 1, 12]"
3848,success,[109.  256.   45.5],[160.35       306.29        45.46333333],"[{'param_index': np.int64(2), 'original': np.float32(0.01), 'optimized': np.float32(0.06833034), 'change_pct': np.float32(583.30347)}, {'param_index': np.int64(0), 'original': np.float32(0.0029498525), 'optimized': np.float32(0.07737007), 'change_pct': np.float32(2522.8452)}, {'param_index': np.int64(5), 'original': np.float32(0.7582417), 'optimized': np.float32(0.79884565), 'change_pct': np.float32(5.355012)}, {'param_index': np.int64(1), 'original': np.float32(0.0014084508), 'optimized': np.float32(0.08417379), 'change_pct': np.float32(5876.339)}, {'param_index': np.int64(12), 'original': np.float32(0.95180726), 'optimized': np.float32(0.8905806), 'change_pct': np.float32(-6.432675)}]","[2, 0, 5, 1, 12]"
3851,success,[133.  280.   49.5],[160.16 324.22  47.69],"[{'param_index': np.int64(2), 'original': np.float32(0.01), 'optimized': np.float32(0.10523527), 'change_pct': np.float32(952.3527)}, {'param_index': np.int64(0), 'original': np.float32(0.0029498525), 'optimized': np.float32(0.10105403), 'change_pct': np.float32(3325.7317)}, {'param_index': np.int64(5), 'original': np.float32(0.94505495), 'optimized': np.float32(0.84783554), 'change_pct': np.float32(-10.28717)}, {'param_index': np.int64(1), 'original': np.float32(0.0014084508), 'optimized': np.float32(0.06776082), 'change_pct': np.float32(4711.018)}, {'param_index': np.int64(12), 'original': np.float32(0.92369485), 'optimized': np.float32(0.8863841), 'change_pct': np.float32(-4.0392904)}]","[2, 0, 5, 1, 12]"
3854,success,[133.  276.   48.5],[162.6   323.87   47.665],"[{'param_index': np.int64(2), 'original': np.float32(0.01), 'optimized': np.float32(0.09439763), 'change_pct': np.float32(843.9763)}, {'param_index': np.int64(0), 'original': np.float32(0.0029498525), 'optimized': np.float32(0.042661387), 'change_pct': np.float32(1346.2211)}, {'param_index': np.int64(5), 'original': np.float32(0.8351648), 'optimized': np.float32(0.74168104), 'change_pct': np.float32(-11.193449)}, {'param_index': np.int64(1), 'original': np.float32(0.0014084508), 'optimized': np.float32(0.06948705), 'change_pct': np.float32(4833.5806)}, {'param_index': np.int64(12), 'original': np.float32(0.9477911), 'optimized': np.float32(0.87836426), 'change_pct': np.float32(-7.3251204)}]","[2, 0, 5, 1, 12]"
3858,success,[132. 279.  48.],[161.42  326.92   45.565],"[{'param_index': np.int64(2), 'original': np.float32(0.01), 'optimized': np.float32(0.096193425), 'change_pct': np.float32(861.93427)}, {'param_index': np.int64(0), 'original': np.float32(0.003539823), 'optimized': np.float32(0.040837865), 'change_pct': np.float32(1053.6697)}, {'param_index': np.int64(5), 'original': np.float32(0.80219775), 'optimized': np.float32(0.7173665), 'change_pct': np.float32(-10.574854)}, {'param_index': np.int64(1), 'original': np.float32(0.0014084508), 'optimized': np.float32(0.08031531), 'change_pct': np.float32(5602.3867)}, {'param_index': np.int64(12), 'original': np.float32(0.939759), 'optimized': np.float32(0.87980497), 'change_pct': np.float32(-6.379726)}]","[2, 0, 5, 1, 12]"
3864,success,[431. 535.  22.],[350.77 517.09  28.21],"[{'param_index': np.int64(6), 'original': np.float32(0.7090909), 'optimized': np.float32(0.6635246), 'change_pct': np.float32(-6.426011)}, {'param_index': np.int64(0), 'original': np.float32(0.40412977), 'optimized': np.float32(0.50114554), 'change_pct': np.float32(24.006092)}, {'param_index': np.int64(2), 'original': np.float32(0.475), 'optimized': np.float32(0.41912958), 'change_pct': np.float32(-11.762193)}, {'param_index': np.int64(1), 'original': np.float32(0.26760563), 'optimized': np.float32(0.16811474), 'change_pct': np.float32(-37.178177)}, {'param_index': np.int64(5), 'original': np.float32(0.30769232), 'optimized': np.float32(0.2188143), 'change_pct': np.float32(-28.885355)}]","[6, 0, 2, 1, 5]"
3877,success,[132. 276.  48.],[171.4  298.54  45.6 ],"[{'param_index': np.int64(2), 'original': np.float32(0.015000002), 'optimized': np.float32(0.06908991), 'change_pct': np.float32(360.59937)}, {'param_index': np.int64(0), 'original': np.float32(0.004719764), 'optimized': np.float32(0.012368237), 'change_pct': np.float32(162.05202)}, {'param_index': np.int64(5), 'original': np.float32(0.7692308), 'optimized': np.float32(0.7217037), 'change_pct': np.float32(-6.1785197)}, {'param_index': np.int64(1), 'original': np.float32(0.0042253523), 'optimized': np.float32(0.10116285), 'change_pct': np.float32(2294.1873)}, {'param_index': np.int64(12), 'original': np.float32(0.9558232), 'optimized': np.float32(0.8632801), 'change_pct': np.float32(-9.682028)}]","[2, 0, 5, 1, 12]"
3884,success,[439. 543.  21.],[438.53 540.2   25.93],"[{'param_index': np.int64(6), 'original': np.float32(0.7272727), 'optimized': np.float32(0.7770541), 'change_pct': np.float32(6.84494)}, {'param_index': np.int64(0), 'original': np.float32(0.41002947), 'optimized': np.float32(0.35742658), 'change_pct': np.float32(-12.82905)}, {'param_index': np.int64(2), 'original': np.float32(0.48999998), 'optimized': np.float32(0.56487244), 'change_pct': np.float32(15.280095)}, {'param_index': np.int64(1), 'original': np.float32(0.29577464), 'optimized': np.float32(0.22325043), 'change_pct': np.float32(-24.520088)}, {'param_index': np.int64(5), 'original': np.float32(0.34065932), 'optimized': np.float32(0.24292207), 'change_pct': np.float32(-28.690615)}]","[6, 0, 2, 1, 5]"
3897,success,[134.  276.   47.5],[162.93 324.29  45.88],"[{'param_index': np.int64(2), 'original': np.float32(0.01), 'optimized': np.float32(0.09439763), 'change_pct': np.float32(843.9763)}, {'param_index': np.int64(0), 'original': np.float32(0.004129794), 'optimized': np.float32(0.043156017), 'change_pct': np.float32(944.99194)}, {'param_index': np.int64(5), 'original': np.float32(0.8351648), 'optimized': np.float32(0.74168104), 'change_pct': np.float32(-11.193449)}, {'param_index': np.int64(1), 'original': np.float32(0.0014084508), 'optimized': np.float32(0.06948705), 'change_pct': np.float32(4833.5806)}, {'param_index': np.int64(12), 'original': np.float32(0.95180726), 'optimized': np.float32(0.8815593), 'change_pct': np.float32(-7.3804803)}]","[2, 0, 5, 1, 12]"
3907,failed,[438.  545.   21.5],,,"[6, 2, 0, 1, 12]"
3911,success,[160.  276.   46.5],[163.68 321.19  46.85],"[{'param_index': np.int64(2), 'original': np.float32(0.015000002), 'optimized': np.float32(0.109369904), 'change_pct': np.float32(629.1326)}, {'param_index': np.int64(0), 'original': np.float32(0.0029498525), 'optimized': np.float32(0.0033084832), 'change_pct': np.float32(12.157579)}, {'param_index': np.int64(5), 'original': np.float32(0.79120874), 'optimized': np.float32(0.8038079), 'change_pct': np.float32(1.5923953)}, {'param_index': np.int64(1), 'original': np.float32(0.0014084508), 'optimized': np.float32(0.08378989), 'change_pct': np.float32(5849.082)}, {'param_index': np.int64(12), 'original': np.float32(0.9156625), 'optimized': np.float32(0.82965344), 'change_pct': np.float32(-9.393099)}]","[2, 0, 5, 1, 12]"
3925,success,[132.  283.   47.5],[160.74  323.98   46.725],"[{'param_index': np.int64(2), 'original': np.float32(0.01), 'optimized': np.float32(0.100471266), 'change_pct': np.float32(904.71265)}, {'param_index': np.int64(0), 'original': np.float32(0.003539823), 'optimized': np.float32(0.09941829), 'change_pct': np.float32(2708.5667)}, {'param_index': np.int64(5), 'original': np.float32(0.7802198), 'optimized': np.float32(0.6842791), 'change_pct': np.float32(-12.296626)}, {'param_index': np.int64(1), 'original': np.float32(0.0014084508), 'optimized': np.float32(0.068186425), 'change_pct': np.float32(4741.2363)}, {'param_index': np.int64(12), 'original': np.float32(0.9277108), 'optimized': np.float32(0.8912197), 'change_pct': np.float32(-3.9334562)}]","[2, 0, 5, 1, 12]"
3926,success,[131.  277.   46.5],[162.62  326.95   45.875],"[{'param_index': np.int64(2), 'original': np.float32(0.015000002), 'optimized': np.float32(0.10760354), 'change_pct': np.float32(617.3568)}, {'param_index': np.int64(0), 'original': np.float32(0.004719764), 'optimized': np.float32(0.09457033), 'change_pct': np.float32(1903.7089)}, {'param_index': np.int64(5), 'original': np.float32(0.7692308), 'optimized': np.float32(0.6788634), 'change_pct': np.float32(-11.747759)}, {'param_index': np.int64(1), 'original': np.float32(0.0014084508), 'optimized': np.float32(0.08369858), 'change_pct': np.float32(5842.5986)}, {'param_index': np.int64(12), 'original': np.float32(0.93574286), 'optimized': np.float32(0.84302384), 'change_pct': np.float32(-9.9086)}]","[2, 0, 5, 1, 12]"
3934,success,[129. 274.  48.],[162.16  325.74   45.415],"[{'param_index': np.int64(2), 'original': np.float32(0.015000002), 'optimized': np.float32(0.1117883), 'change_pct': np.float32(645.25525)}, {'param_index': np.int64(0), 'original': np.float32(0.003539823), 'optimized': np.float32(0.08354281), 'change_pct': np.float32(2260.0842)}, {'param_index': np.int64(5), 'original': np.float32(0.80219775), 'optimized': np.float32(0.89902025), 'change_pct': np.float32(12.069655)}, {'param_index': np.int64(1), 'original': np.float32(0.0014084508), 'optimized': np.float32(0.04030124), 'change_pct': np.float32(2761.388)}, {'param_index': np.int64(12), 'original': np.float32(0.9277108), 'optimized': np.float32(0.8353709), 'change_pct': np.float32(-9.95352)}]","[2, 0, 5, 1, 12]"
3938,success,[483. 586.  20.],[432.95  561.47   27.075],"[{'param_index': np.int64(6), 'original': np.float32(0.8), 'optimized': np.float32(0.70546675), 'change_pct': np.float32(-11.816658)}, {'param_index': np.int64(0), 'original': np.float32(0.38643065), 'optimized': np.float32(0.45532066), 'change_pct': np.float32(17.827263)}, {'param_index': np.int64(2), 'original': np.float32(0.48999998), 'optimized': np.float32(0.40931356), 'change_pct': np.float32(-16.466618)}, {'param_index': np.int64(1), 'original': np.float32(0.29577464), 'optimized': np.float32(0.20032713), 'change_pct': np.float32(-32.27035)}, {'param_index': np.int64(5), 'original': np.float32(0.3296703), 'optimized': np.float32(0.2321549), 'change_pct': np.float32(-29.579676)}]","[6, 0, 2, 1, 5]"
3944,success,[137. 277.  48.],[161.28 324.11  47.05],"[{'param_index': np.int64(2), 'original': np.float32(0.01), 'optimized': np.float32(0.09439763), 'change_pct': np.float32(843.9763)}, {'param_index': np.int64(0), 'original': np.float32(0.002359882), 'optimized': np.float32(0.042414077), 'change_pct': np.float32(1697.2965)}, {'param_index': np.int64(5), 'original': np.float32(0.79120874), 'optimized': np.float32(0.697725), 'change_pct': np.float32(-11.815308)}, {'param_index': np.int64(1), 'original': np.float32(0.0028169015), 'optimized': np.float32(0.070452146), 'change_pct': np.float32(2401.051)}, {'param_index': np.int64(12), 'original': np.float32(0.9477911), 'optimized': np.float32(0.87836426), 'change_pct': np.float32(-7.3251204)}]","[2, 0, 5, 1, 12]"
3946,success,[166. 275.  50.],[182.09 326.97  47.63],"[{'param_index': np.int64(2), 'original': np.float32(0.005000001), 'optimized': np.float32(0.090007044), 'change_pct': np.float32(1700.1406)}, {'param_index': np.int64(0), 'original': np.float32(0.004129794), 'optimized': np.float32(0.043156017), 'change_pct': np.float32(944.99194)}, {'param_index': np.int64(5), 'original': np.float32(0.7142857), 'optimized': np.float32(0.6208019), 'change_pct': np.float32(-13.087726)}, {'param_index': np.int64(1), 'original': np.float32(0.0014084508), 'optimized': np.float32(0.06948705), 'change_pct': np.float32(4833.5806)}, {'param_index': np.int64(12), 'original': np.float32(0.95180726), 'optimized': np.float32(0.8815593), 'change_pct': np.float32(-7.3804803)}]","[2, 0, 5, 1, 12]"
3955,success,[435. 795.  21.],[425.49  696.07   28.095],"[{'param_index': np.int64(2), 'original': np.float32(0.90500003), 'optimized': np.float32(0.81225526), 'change_pct': np.float32(-10.24804)}, {'param_index': np.int64(0), 'original': np.float32(0.70501477), 'optimized': np.float32(0.78237164), 'change_pct': np.float32(10.972377)}, {'param_index': np.int64(1), 'original': np.float32(0.53521127), 'optimized': np.float32(0.4383942), 'change_pct': np.float32(-18.089506)}, {'param_index': np.int64(3), 'original': np.float32(0.2247191), 'optimized': np.float32(0.12756696), 'change_pct': np.float32(-43.232704)}, {'param_index': np.int64(5), 'original': np.float32(0.043956045), 'optimized': np.float32(0.0137081295), 'change_pct': np.float32(-68.814)}]","[2, 0, 1, 3, 5]"
3959,success,[145. 274.  45.],[161.1  325.36  45.01],"[{'param_index': np.int64(2), 'original': np.float32(0.01), 'optimized': np.float32(0.1040865), 'change_pct': np.float32(940.86505)}, {'param_index': np.int64(0), 'original': np.float32(0.0076696165), 'optimized': np.float32(0.040367365), 'change_pct': np.float32(426.32834)}, {'param_index': np.int64(5), 'original': np.float32(0.8131868), 'optimized': np.float32(0.90610075), 'change_pct': np.float32(11.425901)}, {'param_index': np.int64(1), 'original': np.float32(0.0014084508), 'optimized': np.float32(0.012164527), 'change_pct': np.float32(763.68134)}, {'param_index': np.int64(12), 'original': np.float32(0.9437752), 'optimized': np.float32(0.85131073), 'change_pct': np.float32(-9.797296)}]","[2, 0, 5, 1, 12]"
3962,success,[133.  282.   45.5],[160.84 302.26  46.14],"[{'param_index': np.int64(2), 'original': np.float32(0.01), 'optimized': np.float32(0.08669135), 'change_pct': np.float32(766.9136)}, {'param_index': np.int64(0), 'original': np.float32(0.003539823), 'optimized': np.float32(0.08815014), 'change_pct': np.float32(2390.2417)}, {'param_index': np.int64(5), 'original': np.float32(0.8901099), 'optimized': np.float32(0.8962829), 'change_pct': np.float32(0.6935115)}, {'param_index': np.int64(1), 'original': np.float32(0.0), 'optimized': np.float32(0.041791067), 'change_pct': np.float32(inf)}, {'param_index': np.int64(12), 'original': np.float32(0.9437752), 'optimized': np.float32(0.8468747), 'change_pct': np.float32(-10.267324)}]","[2, 0, 5, 1, 12]"
3973,success,[452.  560.   18.5],[429.81 540.44  23.26],"[{'param_index': np.int64(6), 'original': np.float32(0.7090909), 'optimized': np.float32(0.63389516), 'change_pct': np.float32(-10.6045265)}, {'param_index': np.int64(2), 'original': np.float32(0.46), 'optimized': np.float32(0.5483858), 'change_pct': np.float32(19.214302)}, {'param_index': np.int64(0), 'original': np.float32(0.38053095), 'optimized': np.float32(0.45151773), 'change_pct': np.float32(18.654665)}, {'param_index': np.int64(1), 'original': np.float32(0.28169015), 'optimized': np.float32(0.19012927), 'change_pct': np.float32(-32.504116)}, {'param_index': np.int64(12), 'original': np.float32(0.381526), 'optimized': np.float32(0.36620224), 'change_pct': np.float32(-4.016439)}]","[6, 2, 0, 1, 12]"
